URL,Selector,Snippet,Explanation
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Fonboarding.php","body.min-h-screen > footer.bg-brand-darker > div.max-w-7xl > p.text-xs","<p class=""text-xs text-gray-600"">","Fix any of the following:
  Element has insufficient color contrast of 2.2 (foreground color: #4b5563, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.space-y-2 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.mt-6 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider mb-3"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup-body > div.welcome-popup-actions > div.welcome-popup-divider > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 2.7 (foreground color: #575d6a, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup > div.welcome-popup-body > div.welcome-popup-trust > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.8 (foreground color: #6f747f, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.space-y-2 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.mt-6 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider mb-3"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup-body > div.welcome-popup-actions > div.welcome-popup-divider > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 2.7 (foreground color: #575d6a, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup > div.welcome-popup-body > div.welcome-popup-trust > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.8 (foreground color: #6f747f, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.space-y-2 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.mt-6 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider mb-3"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup-body > div.welcome-popup-actions > div.welcome-popup-divider > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 2.7 (foreground color: #575d6a, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup > div.welcome-popup-body > div.welcome-popup-trust > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.8 (foreground color: #6f747f, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.space-y-2 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.mt-6 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider mb-3"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup-body > div.welcome-popup-actions > div.welcome-popup-divider > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 2.7 (foreground color: #575d6a, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup > div.welcome-popup-body > div.welcome-popup-trust > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.8 (foreground color: #6f747f, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.space-y-2 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.mt-6 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider mb-3"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup-body > div.welcome-popup-actions > div.welcome-popup-divider > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 2.7 (foreground color: #575d6a, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup > div.welcome-popup-body > div.welcome-popup-trust > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.8 (foreground color: #6f747f, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.space-y-2 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.grid > div > div.mt-6 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider mb-3"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup-body > div.welcome-popup-actions > div.welcome-popup-divider > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 2.7 (foreground color: #575d6a, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/","div.welcome-popup > div.welcome-popup-body > div.welcome-popup-trust > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.8 (foreground color: #6f747f, background color: #0f172a, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php","div.w-full > div.space-y-6 > div.flex > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php","div.w-full > div.w-full > div.lg:hidden > p.text-center","<p class=""text-center text-sm text-gray-500 mb-4"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php","div.lg:hidden > div.grid > div.bg-white/5 > p.text-gray-500","<p class=""text-gray-500 text-xs mt-1"">","Fix any of the following:
  Element has insufficient color contrast of 3 (foreground color: #6b7280, background color: #1f2b2f, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php","div.lg:hidden > div.grid > div.bg-white/5 > p.text-gray-500","<p class=""text-gray-500 text-xs mt-1"">","Fix any of the following:
  Element has insufficient color contrast of 3 (foreground color: #6b7280, background color: #1f2b2f, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php","div.lg:hidden > div.grid > div.bg-white/5 > p.text-gray-500","<p class=""text-gray-500 text-xs mt-1"">","Fix any of the following:
  Element has insufficient color contrast of 3 (foreground color: #6b7280, background color: #1f2b2f, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php","div.lg:hidden > div.grid > div.bg-white/5 > p.text-gray-500","<p class=""text-gray-500 text-xs mt-1"">","Fix any of the following:
  Element has insufficient color contrast of 3 (foreground color: #6b7280, background color: #1f2b2f, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php","div.w-full > div.w-full > div.mt-8 > p.text-xs","<p class=""text-xs text-gray-500"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php","body.min-h-screen > footer.bg-brand-darker > div.max-w-7xl > p.text-xs","<p class=""text-xs text-gray-600"">","Fix any of the following:
  Element has insufficient color contrast of 2.2 (foreground color: #4b5563, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.bg-white > div.max-w-7xl > div.flex > a.text-teal-600","<a href=""#hidden-beaches"" class=""text-teal-600 hover:underline"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #0d9488, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.bg-white > div.max-w-7xl > div.flex > a.text-teal-600","<a href=""#by-region"" class=""text-teal-600 hover:underline"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #0d9488, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.bg-white > div.max-w-7xl > div.flex > a.text-teal-600","<a href=""#access-guide"" class=""text-teal-600 hover:underline"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #0d9488, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.bg-white > div.max-w-7xl > div.flex > a.text-teal-600","<a href=""#what-to-bring"" class=""text-teal-600 hover:underline"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #0d9488, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.bg-white > div.max-w-7xl > div.flex > a.text-teal-600","<a href=""#faq"" class=""text-teal-600 hover:underline"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #0d9488, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.py-12 > div.max-w-4xl > div.prose > p","<p>","Fix any of the following:
  Element has insufficient color contrast of 1.42 (foreground color: #cbd5e1, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.py-12 > div.max-w-4xl > div.prose > p","<p>","Fix any of the following:
  Element has insufficient color contrast of 1.42 (foreground color: #cbd5e1, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.py-12 > div.max-w-4xl > div.prose > p","<p>","Fix any of the following:
  Element has insufficient color contrast of 1.42 (foreground color: #cbd5e1, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","section.py-12 > div.max-w-4xl > div.prose > p","<p>","Fix any of the following:
  Element has insufficient color contrast of 1.42 (foreground color: #cbd5e1, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","main#main-content > section#hidden-beaches > div.max-w-7xl > h2.text-2xl","<h2 class=""text-2xl md:text-3xl font-bold text-gray-900 mb-8 text-center"">","Fix any of the following:
  Element has insufficient color contrast of 1.06 (foreground color: #111827, background color: #132024, font size: 18.0pt (24px), font weight: bold). Expected contrast ratio of 3:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-teal-600 text-white px-3 py-1 rounded-full font-b…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 right-4 bg-yellow-500 text-white px-3 py-1 rounded-full tex…"">","Fix any of the following:
  Element has insufficient color contrast of 1.91 (foreground color: #ffffff, background color: #eab308, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-teal-600","<a href=""/beach/cayo-enrique-lajas-17963-67043"" class=""bg-teal-600 hover:bg-teal-700 text-white px-4 py-2 rounded-lg text-sm font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-teal-600 text-white px-3 py-1 rounded-full font-b…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 right-4 bg-yellow-500 text-white px-3 py-1 rounded-full tex…"">","Fix any of the following:
  Element has insufficient color contrast of 1.91 (foreground color: #ffffff, background color: #eab308, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-teal-600","<a href=""/beach/playa-resaca-culebra-18339-65273"" class=""bg-teal-600 hover:bg-teal-700 text-white px-4 py-2 rounded-lg text-sm font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-teal-600 text-white px-3 py-1 rounded-full font-b…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
